sample.id,BirdID,TubeNumber,OriginalSampleIDUnique,FieldPeriodID,Season,SequencingRun,CatchID,OccasionID,BTO,FieldRing,CatchTerritoryID,SampleDate,SampleYear,FreezerDate3,TimeAt4Degrees,SampleType,SampleType4Way,ExtractionDate,Qubit,BirthDate,SexEstimate,SampleTime,MinutesSinceSunrise,Ageclass,AgeDays,AgeYears,EyeColour,BreedTerritoryNumber,BreedTerritoryID,BreedGroupID,Status,TQcorrected,averageTQ_SameType,TQnotes_SameType,TQFinal_SameType,FieldPeriodID_LastSeen,LastPeriodSeenDate,LastBreedYearSeen,DaysToLastSeen,DiedEver,BirthDateEstimated,SampleReads,is.negLab,is.negCollection
Sample.82.860,7163,860,860,176,Major,5,11119,14741,S115009,BY/BX,94,25/08/2021,2021,10/10/2021,46,Faecal,Faecal,20/10/2021,0.128,21/09/2020,0,8:58,178,Mature,338,0.925,RB,NA,NA,8614,FLOAT,NA,NA,NA,NA,184,27/03/2023,2023,579,no,TRUE,66450,FALSE,FALSE
Sample.84.680,7147,680,680,175,Major,5,10993,14552,Z691192,BO/RX,2,26/04/2021,2021,04/07/2021,69,Faecal,Faecal,18/08/2021,0.0206,26/07/2020,1,18:26,746,Mature,274,0.75,LB,1.1,2,8459,ABX,42413.12,NA,NA,42413.12,177,18/03/2022,2022,326,yes,FALSE,60030,FALSE,FALSE
Sample.85.849,6710,849,849,176,Major,5,11064,14694,Z691320,NV/BX,98,18/08/2021,2021,10/10/2021,53,Faecal,Faecal,12/11/2021,0.0256,14/10/2016,1,9:35,215,Mature,1769,4.843,RB,66,98,8427,BrM,9343.51,NA,NA,9343.51,184,27/03/2023,2023,586,no,FALSE,132205,FALSE,FALSE
Sample.86.829,7171,829,829,176,Major,5,11074,14701,S115032,OG/XZ,177,11/08/2021,2021,10/10/2021,60,Faecal,Faecal,13/10/2021,0.0452,14/10/2020,1,9:58,238,Mature,301,0.824,RB,120,177,8605,BrM,1895.45,NA,NA,1895.45,184,27/03/2023,2023,593,no,FALSE,171463,FALSE,FALSE
Sample.87.897,3456,897,897,176,Major,5,11170,14832,R737726,BE/XZ,407,06/09/2021,2021,10/10/2021,34,Faecal,Faecal,03/11/2021,0.0684,13/06/2004,1,16:40,640,Mature,6294,17.232,RB,126,407,8438,BrM,12390.23,NA,NA,12390.23,177,18/03/2022,2022,193,yes,TRUE,133828,FALSE,FALSE
Sample.89.693,7150,693,693,175,Major,5,10996,14555,Z691196,EO/EX,95,07/05/2021,2021,04/07/2021,58,Faecal,Faecal,26/08/2021,0.0484,21/12/2020,0,9:45,225,Mature,137,0.375,LB,64,95,8510,ABX,34215.34,NA,NA,34215.34,178,14/09/2022,2022,495,yes,TRUE,92973,FALSE,FALSE
Sample.90.726,7160,726,726,175,Major,5,11022,14609,S115006,EX/ME,34,12/06/2021,2021,04/07/2021,22,Faecal,Faecal,01/09/2021,0.0552,18/04/2021,1,14:44,524,Immature,55,0.151,G,26,34,8474,ABX,7766.13,NA,NA,7766.13,176,30/09/2021,2021,110,yes,TRUE,97443,FALSE,FALSE
Sample.91.706,6910,706,706,175,Major,5,11008,14561,Z691482,VV/MX,63,15/05/2021,2021,04/07/2021,50,Faecal,Faecal,25/08/2021,0.09,17/07/2018,1,12:28,388,Mature,1033,2.828,RB,46,63,8494,BrM,50540.84,NA,NA,50540.84,184,27/03/2023,2023,681,no,TRUE,22117,FALSE,FALSE
Sample.92.748,7167,748,748,176,Major,5,11038,14638,S115014,GL/BX,15,03/07/2021,2021,10/10/2021,99,Faecal,Faecal,15/10/2021,0.068,02/10/2020,1,14:50,530,Mature,274,0.75,LB,10,15,8565,H,6632.01,NA,NA,6632.01,177,18/03/2022,2022,258,yes,TRUE,114140,FALSE,FALSE
Sample.93.723,7123,723,723,175,Major,5,11015,14601,S115478,GE/LX,59,31/05/2021,2021,04/07/2021,34,Faecal,Faecal,25/08/2021,0.0472,16/05/2019,0,11:30,330,Mature,746,2.042,RB,42,59,8491,BrF,34921.51,NA,NA,34921.51,184,27/03/2023,2023,665,no,TRUE,77212,FALSE,FALSE
Sample.94.738,7120,738,738,176,Major,5,11044,14625,S115477,BO/LX,13,23/06/2021,2021,10/10/2021,109,Faecal,Faecal,22/10/2021,0.0148,16/05/2019,1,14:35,515,Mature,769,2.105,RB,8,13,8564,ABX,25058.35,NA,NA,25058.35,184,27/03/2023,2023,642,no,TRUE,85328,FALSE,FALSE
Sample.95.888,6881,888,888,176,Major,5,11152,14829,Z691454,LO/LX,101,22/09/2021,2021,10/10/2021,18,Faecal,Faecal,11/11/2021,2.89,15/03/2018,0,12:16,376,Mature,1287,3.524,RB,69,101,8426,BrF,2091.99,NA,NA,2091.99,184,27/03/2023,2023,551,no,TRUE,59587,FALSE,FALSE
Sample.96.921,7190,921,921,176,Major,5,11157,14830,S115019,RU/GX,125,19/09/2021,2021,10/10/2021,21,Faecal,Faecal,03/11/2021,0.0412,16/07/2020,1,12:00,360,Mature,430,1.177,RB,49,70,8443,ABX,98067.6,NA,NA,98067.6,184,27/03/2023,2023,554,no,FALSE,82431,FALSE,FALSE
Sample.97.815,6375,815,815,176,Major,5,11070,14698,X784172,LV/EX,478,05/08/2021,2021,10/10/2021,66,Faecal,Faecal,27/10/2021,0.156,23/12/2014,1,18:10,730,Mature,2417,6.617,RB,127,478,8607,BrM,18448.82,NA,NA,18448.82,184,27/03/2023,2023,599,no,TRUE,62743,FALSE,FALSE
Sample.98.766,7189,766,766,176,Major,5,11122,14659,S115018,BX/WO,13,16/07/2021,2021,10/10/2021,86,Faecal,Faecal,21/10/2021,0.018,15/10/2020,1,16:05,605,Mature,274,0.75,LB,7,12,8416,SEEN1,NA,20492.97,TQ is average from previous/next season of the same type,20492.97,184,27/03/2023,2023,619,no,FALSE,29323,FALSE,FALSE
Sample.99.742,7165,742,742,176,Major,5,11035,14623,S115011,GO/OX,72,24/06/2021,2021,10/10/2021,108,Faecal,Faecal,27/10/2021,0.0528,23/09/2020,0,15:31,571,Mature,274,0.75,LB,30.2,43,8452,SEEN2,8912.45,NA,NA,8912.45,184,27/03/2023,2023,641,no,TRUE,105254,FALSE,FALSE
Sample.1.994,6009,994,994,177,Minor,6,11185,14854,L921035,BN/UX,140,26/01/2022,2022,22/03/2022,55,Faecal,Faecal,21/04/2022,0.0368,26/02/2013,0,8:13,133,Mature,3256,8.914,RB,101,154,8697,BrF,24782.11,NA,NA,24782.11,184,27/03/2023,2023,425,no,TRUE,124696,FALSE,FALSE
Sample.10.986,6868,986,986,177,Minor,6,11172,14848,Z691441,OG/MX,100,24/01/2022,2022,22/03/2022,57,Faecal,Faecal,12/04/2022,0.108,16/02/2018,1,11:43,343,Mature,1438,3.937,RB,68,100,8621,BrM,26594.4,NA,NA,26594.4,178,14/09/2022,2022,233,yes,TRUE,144877,FALSE,FALSE
Sample.100.1054,6917,1054,1054,177,Minor,6,11258,14935,Z691149,EG/MX,140,01/03/2022,2022,22/03/2022,21,Faecal,Faecal,06/04/2022,0.0272,19/09/2017,0,11:46,346,Mature,1624,4.446,RB,94.2,140,8696,BrF,40932.66,NA,NA,40932.66,184,27/03/2023,2023,391,no,TRUE,85717,FALSE,FALSE
Sample.101.615b,7121,615,615b,174,Minor,6,10923,14473,S115481,BY/XZ,77,19/02/2020,2020,23/03/2020,33,Faecal,Faecal,20/07/2020,0.0892,21/05/2019,1,7:30,90,Mature,274,0.75,LB,52.1,77,8394,ABX,NA,20344.495,TQ is average from previous/next season of the same type,20344.495,174,16/03/2020,2020,26,yes,TRUE,69651,FALSE,FALSE
Sample.102.1057,5521,1057,1057,177,Minor,6,11247,14938,V267468,BL/UX,96,02/03/2022,2022,22/03/2022,20,Faecal,Faecal,07/04/2022,0.0164,08/11/2009,0,11:09,309,Mature,4497,12.312,RB,65,96,8677,BrF,21895.66,NA,NA,21895.66,178,14/09/2022,2022,196,yes,TRUE,72990,FALSE,FALSE
Sample.103.1045,5779,1045,1045,177,Minor,6,11238,14906,X784043,NV/NX,58,18/02/2022,2022,22/03/2022,32,Faecal,Faecal,22/04/2022,1e-04,08/02/2011,1,8:05,125,Mature,4028,11.028,RB,41.1,58,8617,BrM,8227.19,NA,NA,8227.19,184,27/03/2023,2023,402,no,TRUE,82557,FALSE,FALSE
Sample.104.1014,7182,1014,1014,177,Minor,6,11202,14875,S115302,YG/OX,75,04/02/2022,2022,22/03/2022,46,Faecal,Faecal,20/04/2022,0.0216,23/07/2020,0,10:48,288,Mature,561,1.536,RB,52.1,77,8666,BrF,17639.73,NA,NA,17639.73,184,27/03/2023,2023,416,no,TRUE,55709,FALSE,FALSE
Sample.105.1066,6918,1066,1066,177,Minor,6,11254,14943,Z691151,VE/MX,55,05/03/2022,2022,22/03/2022,17,Faecal,Faecal,22/04/2022,0.0852,17/07/2018,1,8:58,178,Mature,1327,3.633,RB,39,55,8655,BrM,109467.48,NA,NA,109467.48,184,27/03/2023,2023,387,no,FALSE,65500,FALSE,FALSE
Sample.107.1024,7232,1024,1024,177,Minor,6,11218,14891,S115385,NV/XZ,2,10/02/2022,2022,22/03/2022,40,Faecal,Faecal,21/04/2022,0.0396,30/01/2022,1,7:41,101,Mature,11,0.03,G,1.1,2,8615,Immature,19634.65,NA,NA,19634.65,184,27/03/2023,2023,410,no,FALSE,11526,FALSE,FALSE
Sample.108.1029,7236,1029,1029,177,Minor,6,11222,14894,S115382,NS/RX,94,14/02/2022,2022,22/03/2022,36,Faecal,Faecal,31/03/2022,0.022,16/05/2021,0,8:47,167,Mature,274,0.75,LB,63,94,8675,ABX,12992.47,NA,NA,12992.47,177,18/03/2022,2022,32,yes,TRUE,93936,FALSE,FALSE
Sample.109.1042,7113,1042,1042,177,Minor,6,11240,14906,S115471,GN/XZ,58,18/02/2022,2022,22/03/2022,32,Faecal,Faecal,21/04/2022,0.0452,14/05/2019,0,7:50,110,Mature,1011,2.768,RB,41.1,58,8617,H,8227.19,NA,NA,8227.19,184,27/03/2023,2023,402,no,TRUE,79464,FALSE,FALSE
Sample.11.1078,4885,1078,1078,177,Minor,6,11268,14952,R737885,YN/XZ,155,11/03/2022,2022,22/03/2022,11,Faecal,Faecal,21/04/2022,0.026,05/08/2006,0,16:00,600,Mature,5697,15.598,RB,101.1,155,8698,BrF,37831.31,NA,NA,37831.31,177,18/03/2022,2022,7,yes,FALSE,98241,FALSE,FALSE
Sample.110.715b,7153,715,715b,175,Major,6,11003,14572,S115002,NB/NX,160,17/05/2021,2021,04/07/2021,48,Faecal,Faecal,25/08/2021,0.0792,23/03/2021,0,10:07,247,Immature,55,0.151,G,104,160,8540,SEEN1,21939.54,NA,NA,21939.54,184,27/03/2023,2023,679,no,TRUE,123494,FALSE,FALSE
Sample.111.1075,7158,1075,1075,177,Minor,6,11266,14950,S115005,NO/BX,179,10/03/2022,2022,22/03/2022,12,Faecal,Faecal,22/04/2022,1e-04,25/08/2020,1,9:29,209,Mature,562,1.539,RB,122,179,8706,ABX,35782.47,NA,NA,35782.47,177,18/03/2022,2022,8,yes,TRUE,74185,FALSE,FALSE
Sample.112.1069,6736,1069,1069,177,Minor,6,11257,14945,Z691329,NV/WX,742,07/03/2022,2022,22/03/2022,15,Faecal,Faecal,07/04/2022,0.044,10/03/2017,1,8:18,138,Mature,1823,4.991,RB,73.1,742,8681,BrM,24453.67,NA,NA,24453.67,184,27/03/2023,2023,385,no,FALSE,88648,FALSE,FALSE
Sample.12.998,6912,998,998,177,Minor,6,11183,14856,Z691480,NB/MX,48,27/01/2022,2022,22/03/2022,54,Faecal,Faecal,14/04/2022,1e-04,04/07/2018,1,16:45,645,Mature,1303,3.567,RB,47.2,602,8618,BrM,182632.39,NA,NA,182632.39,184,27/03/2023,2023,424,no,FALSE,90879,FALSE,FALSE
Sample.13.1021,7105,1021,1021,177,Minor,6,11207,14876,S115460,AN/NX,86,07/02/2022,2022,22/03/2022,43,Faecal,Faecal,07/04/2022,0.0672,20/07/2019,1,11:44,344,Mature,933,2.554,RB,58,86,8673,ABX,22521.1,NA,NA,22521.1,184,27/03/2023,2023,413,no,TRUE,92587,FALSE,FALSE
Sample.14.1043,6554,1043,1043,177,Minor,6,11241,14906,X784190,LW/EX,58,18/02/2022,2022,22/03/2022,32,Faecal,Faecal,21/04/2022,0.94,26/09/2015,0,8:09,129,Mature,2337,6.398,RB,41.1,58,8617,BrF,8227.19,NA,NA,8227.19,178,14/09/2022,2022,208,yes,TRUE,12840,FALSE,FALSE
Sample.15.1008,7178,1008,1008,177,Minor,6,11193,14867,S115025,LE/XZ,137,03/02/2022,2022,22/03/2022,47,Faecal,Faecal,21/04/2022,0.022,19/07/2021,0,9:36,216,Mature,199,0.545,LB,93,137,8694,ABX,160081.67,NA,NA,160081.67,184,27/03/2023,2023,417,no,FALSE,74477,FALSE,FALSE
Sample.16.1063,7225,1063,1063,177,Minor,6,11252,14941,S115392,VW/MX,127,04/03/2022,2022,22/03/2022,18,Faecal,Faecal,20/04/2022,0.0436,03/05/2021,1,10:22,262,Mature,305,0.835,RB,87,127,8691,ABX,10602.29,NA,NA,10602.29,184,27/03/2023,2023,388,no,TRUE,78047,FALSE,FALSE
Sample.17.1031,7179,1031,1031,177,Minor,6,11215,14889,S115021,LV/BX,94,14/02/2022,2022,22/03/2022,36,Faecal,Faecal,19/04/2022,0.0216,22/10/2020,1,8:50,170,Mature,480,1.314,RB,63,94,8675,ABX,12992.47,NA,NA,12992.47,178,14/09/2022,2022,212,yes,TRUE,91117,FALSE,FALSE
Sample.18.1028,7109,1028,1028,177,Minor,6,11216,14889,Z691189,OY/MX,770,14/02/2022,2022,22/03/2022,36,Faecal,Faecal,31/03/2022,0.0234,18/12/2018,0,9:19,199,Mature,1154,3.159,RB,77.4,770,8686,BrF,8961.29,NA,NA,8961.29,178,14/09/2022,2022,212,yes,TRUE,109953,FALSE,FALSE
Sample.19.999,7194,999,999,177,Minor,6,11190,14866,S115038,BR/OX,40,28/01/2022,2022,22/03/2022,53,Faecal,Faecal,15/04/2022,1e-04,11/08/2021,0,13:20,440,Immature,170,0.465,G,29,40,8645,SEEN1,31457.51,NA,NA,31457.51,177,18/03/2022,2022,49,yes,FALSE,111619,FALSE,FALSE
Sample.2.987,7120,987,987,177,Minor,6,11173,14849,S115477,BO/LX,662,25/01/2022,2022,22/03/2022,56,Faecal,Faecal,31/03/2022,0.038,16/05/2019,1,8:33,153,Mature,985,2.697,RB,137,662,8716,ABX,10590.25,NA,NA,10590.25,184,27/03/2023,2023,426,no,TRUE,37247,FALSE,FALSE
Sample.20.1016,6676,1016,1016,177,Minor,6,11203,14874,Z691142,YO/WX,617,04/02/2022,2022,22/03/2022,46,Faecal,Faecal,06/04/2022,0.0912,14/07/2016,1,15:14,554,Mature,2031,5.561,RB,27.1,605,8643,BrM,25694.94,NA,NA,25694.94,184,27/03/2023,2023,416,no,FALSE,71407,FALSE,FALSE
Sample.21.1003,7228,1003,1003,177,Minor,6,11198,14870,S115310,EB/LX,57,01/02/2022,2022,22/03/2022,49,Faecal,Faecal,21/04/2022,0.0656,03/05/2021,1,15:15,555,Mature,274,0.75,LB,41,57,8656,ABX,16829.54,NA,NA,16829.54,178,14/09/2022,2022,225,yes,TRUE,122217,FALSE,FALSE
Sample.22.1033,6381,1033,1033,177,Minor,6,11217,14890,L921265,GR/EX,101,15/02/2022,2022,22/03/2022,35,Faecal,Faecal,06/04/2022,0.0122,25/08/2015,1,8:23,143,Mature,2366,6.478,RB,69,101,8679,BrM,3139.3,NA,NA,3139.3,184,27/03/2023,2023,405,no,FALSE,61630,FALSE,FALSE
Sample.23.1059,7189,1059,1059,177,Minor,6,11249,14940,S115018,BX/WO,9,03/03/2022,2022,22/03/2022,19,Faecal,Faecal,06/04/2022,0.0144,15/10/2020,1,16:13,613,Mature,504,1.38,RB,6,9,8629,SEEN1,22361.39,NA,NA,22361.39,184,27/03/2023,2023,389,no,FALSE,59057,FALSE,FALSE
Sample.24.1047,7071,1047,1047,177,Minor,6,11239,14931,Z691158,GB/BX,3,28/02/2022,2022,22/03/2022,22,Faecal,Faecal,23/04/2022,1e-04,15/09/2018,1,14:05,485,Mature,1262,3.455,RB,1.2,616,8616,SEEN2,8062.96,NA,NA,8062.96,184,27/03/2023,2023,392,no,TRUE,56946,FALSE,FALSE
Sample.25.1051,7148,1051,1051,177,Minor,6,11243,14927,Z691191,GW/XZ,138,01/03/2022,2022,22/03/2022,21,Faecal,Faecal,31/03/2022,0.0174,28/07/2020,0,10:08,248,Mature,581,1.591,RB,66,98,8624,ABX,35587.44,NA,NA,35587.44,184,27/03/2023,2023,391,no,FALSE,54463,FALSE,FALSE
Sample.26.1037,7145,1037,1037,177,Minor,6,11224,14902,Z691193,VL/VX,100,15/02/2022,2022,22/03/2022,35,Faecal,Faecal,21/04/2022,0.0324,12/12/2020,1,10:28,268,Mature,430,1.177,RB,68,100,8621,AB,26594.4,NA,NA,26594.4,184,27/03/2023,2023,405,no,FALSE,114839,FALSE,FALSE
Sample.27.1015,7231,1015,1015,177,Minor,6,11201,14874,S115387,EW/XZ,617,04/02/2022,2022,22/03/2022,46,Faecal,Faecal,22/04/2022,0.0212,03/02/2021,1,15:24,564,Mature,366,1.002,RB,25.1,617,8640,SEEN1,8764.04,NA,NA,8764.04,184,27/03/2023,2023,416,no,TRUE,76998,FALSE,FALSE
Sample.28.420b,7076,420,420b,171,Minor,6,10744,14055,Z691171,VN/MX,637,11/02/2019,2019,09/04/2019,57,Faecal,Faecal,08/07/2020,0.0712,18/12/2018,0,15:45,585,Immature,55,0.151,G,55.1,637,8083,Immature,10633.01,NA,NA,10633.01,184,27/03/2023,2023,1505,no,FALSE,108828,FALSE,FALSE
Sample.29.1074,7229,1074,1074,177,Minor,6,11260,14947,S115388,AA/SX,179,10/03/2022,2022,22/03/2022,12,Faecal,Faecal,21/04/2022,0.0472,06/05/2021,1,9:09,189,Mature,308,0.843,LB,78,112,8687,SEEN1,15707.54,NA,NA,15707.54,184,27/03/2023,2023,382,no,TRUE,93091,FALSE,FALSE
Sample.3.1011,7136,1011,1011,177,Minor,6,11196,14869,S115476,EO/YX,48,03/02/2022,2022,22/03/2022,47,Faecal,Faecal,16/04/2022,1e-04,16/05/2019,0,15:25,565,Mature,994,2.721,RB,33.1,48,8651,BrF,65994.29,NA,NA,65994.29,184,27/03/2023,2023,417,no,TRUE,52490,FALSE,FALSE
Sample.31.917b,7209,917,917b,176,Major,6,11144,14825,S115054,YO/GX,39,19/09/2021,2021,10/10/2021,21,Faecal,Faecal,20/10/2021,0.0508,26/07/2021,1,10:58,298,Immature,55,0.151,G,28.1,39,8423,Immature,11096.57,NA,NA,11096.57,184,27/03/2023,2023,554,no,FALSE,96327,FALSE,FALSE
Sample.32.1020,7169,1020,1020,177,Minor,6,11206,14876,S115024,NB/OX,99,07/02/2022,2022,22/03/2022,43,Faecal,Faecal,22/04/2022,0.0328,29/07/2020,1,8:50,170,Mature,558,1.528,RB,67,99,8678,ABX,32824.71,NA,NA,32824.71,184,27/03/2023,2023,413,no,TRUE,74612,FALSE,FALSE
Sample.33.991,7206,991,991,177,Minor,6,11184,14850,S115046,VW/BX,169,25/01/2022,2022,22/03/2022,56,Faecal,Faecal,20/04/2022,0.0104,04/12/2020,0,14:57,537,Mature,417,1.142,RB,112,169,8701,ABX,76056.81,NA,NA,76056.81,184,27/03/2023,2023,426,no,FALSE,106233,FALSE,FALSE
Sample.34.1022,7075,1022,1022,177,Minor,6,11210,14886,Z691168,WN/MX,96,08/02/2022,2022,22/03/2022,42,Faecal,Faecal,21/04/2022,1e-04,11/05/2018,1,8:35,155,Mature,1369,3.748,RB,65,96,8677,BrM,21895.66,NA,NA,21895.66,184,27/03/2023,2023,412,no,TRUE,97865,FALSE,FALSE
Sample.35.1081,7232,1081,1081,177,Minor,6,11274,14961,S115385,NV/XZ,2,14/03/2022,2022,22/03/2022,8,Faecal,Faecal,21/04/2022,0.0204,30/01/2022,1,13:17,437,Immature,43,0.118,G,1.1,2,8615,Immature,19634.65,NA,NA,19634.65,184,27/03/2023,2023,378,no,FALSE,66523,FALSE,FALSE
Sample.36.1023,6185,1023,1023,177,Minor,6,11211,14886,L921288,RN/LX,98,08/02/2022,2022,22/03/2022,42,Faecal,Faecal,22/04/2022,0.0112,25/03/2014,0,9:55,235,Mature,2877,7.877,RB,66,98,8624,BrF,35587.44,NA,NA,35587.44,184,27/03/2023,2023,412,no,TRUE,39946,FALSE,FALSE
Sample.37.1002,7225,1002,1002,177,Minor,6,11187,14863,S115392,VW/MX,127,01/02/2022,2022,22/03/2022,49,Faecal,Faecal,07/04/2022,0.036,03/05/2021,1,10:52,292,Mature,274,0.75,LB,87,127,8691,ABX,10602.29,NA,NA,10602.29,184,27/03/2023,2023,419,no,TRUE,99220,FALSE,FALSE
Sample.38.1055,7243,1055,1055,177,Minor,6,11237,14934,S115375,BE/GX,767,02/03/2022,2022,22/03/2022,20,Faecal,Faecal,20/04/2022,0.062,01/06/2021,0,8:29,149,Mature,274,0.75,LB,143,767,8720,SEEN1,16441.21,NA,NA,16441.21,184,27/03/2023,2023,390,no,TRUE,178743,FALSE,FALSE
Sample.39.1076,6653,1076,1076,177,Minor,6,11267,14951,Z691123,OB/BX,157,11/03/2022,2022,22/03/2022,11,Faecal,Faecal,07/04/2022,0.0218,04/11/2015,1,15:57,597,Mature,2319,6.349,RB,121,178,8705,BrM,27160.66,NA,NA,27160.66,184,27/03/2023,2023,381,no,TRUE,113206,FALSE,FALSE
Sample.4.1084,7248,1084,1084,177,Minor,6,11272,14959,S115370,BL/NX,101,15/03/2022,2022,22/03/2022,7,Faecal,Faecal,21/04/2022,1e-04,14/06/2021,1,8:28,148,Mature,274,0.75,LB,69,101,8679,Immature,3139.3,NA,NA,3139.3,184,27/03/2023,2023,377,no,TRUE,75324,FALSE,FALSE
Sample.40.1035,6710,1035,1035,177,Minor,6,11228,14897,Z691320,NV/BX,100,15/02/2022,2022,22/03/2022,35,Faecal,Faecal,20/04/2022,0.0312,14/10/2016,1,10:10,250,Mature,1950,5.339,RB,66,98,8624,BrM,35587.44,NA,NA,35587.44,184,27/03/2023,2023,405,no,FALSE,91306,FALSE,FALSE
Sample.41.1039,7237,1039,1039,177,Minor,6,11231,14905,S115381,LG/XZ,79,17/02/2022,2022,22/03/2022,33,Faecal,Faecal,31/03/2022,1e-04,30/09/2021,0,10:26,266,Mature,140,0.383,LB,53,79,8667,SEEN1,5346.83,NA,NA,5346.83,184,27/03/2023,2023,403,no,TRUE,50160,FALSE,FALSE
Sample.42.1070,7196,1070,1070,177,Minor,6,11261,14948,S115036,VO/LX,768,07/03/2022,2022,22/03/2022,15,Faecal,Faecal,22/04/2022,0.0232,10/08/2021,0,13:59,479,Mature,209,0.572,LB,144,768,8626,ABX,7756.29,NA,NA,7756.29,177,18/03/2022,2022,11,yes,TRUE,64333,FALSE,FALSE
Sample.43.593b,7113,593,593b,174,Minor,6,10915,14466,S115471,GN/XZ,58,12/02/2020,2020,23/03/2020,40,Faecal,Faecal,24/06/2020,0.084,14/05/2019,0,11:10,310,Mature,274,0.75,LB,41.1,58,8372,ABX,NA,8747.305,TQ is average from previous/next season of the same type,8747.305,184,27/03/2023,2023,1139,no,TRUE,69333,FALSE,FALSE
Sample.44.1065,7221,1065,1065,177,Minor,6,11253,14942,S115398,BY/YX,55,05/03/2022,2022,22/03/2022,17,Faecal,Faecal,21/04/2022,1e-04,26/04/2021,0,8:46,166,Mature,313,0.857,LB,39,55,8655,ABX,109467.48,NA,NA,109467.48,184,27/03/2023,2023,387,no,TRUE,142870,FALSE,FALSE
Sample.45.390b,7087,390,390b,171,Minor,6,10755,14038,Z691160,OL/LX,154,02/02/2019,2019,09/04/2019,66,Faecal,Faecal,21/07/2020,0.186,09/12/2018,0,15:20,560,Immature,55,0.151,G,101,154,8092,Immature,2071.49,NA,NA,2071.49,175,15/06/2021,2021,864,yes,FALSE,269477,FALSE,FALSE
Sample.46.1052,6735,1052,1052,177,Minor,6,11242,14932,Z691330,VO/NX,177,01/03/2022,2022,22/03/2022,21,Faecal,Faecal,20/04/2022,0.0644,19/07/2016,0,10:13,253,Mature,2051,5.615,RB,120,177,8704,ABX,23231.26,NA,NA,23231.26,184,27/03/2023,2023,391,no,FALSE,99294,FALSE,FALSE
Sample.47.1041,7233,1041,1041,177,Minor,6,11227,14904,S115386,BN/MX,481,17/02/2022,2022,22/03/2022,33,Faecal,Faecal,06/04/2022,1e-04,21/09/2021,1,14:16,496,Mature,149,0.408,LB,133,481,8713,SEEN2,21779.7,NA,NA,21779.7,184,27/03/2023,2023,403,no,TRUE,47065,FALSE,FALSE
Sample.48.997,7222,997,997,177,Minor,6,11181,14856,S115395,WY/YX,64,27/01/2022,2022,22/03/2022,54,Faecal,Faecal,06/04/2022,0.016,26/01/2021,0,16:10,610,Mature,366,1.002,RB,46.1,64,8661,SEEN1,28981.26,NA,NA,28981.26,184,27/03/2023,2023,424,no,TRUE,99720,FALSE,FALSE
Sample.49.1056,7075,1056,1056,177,Minor,6,11246,14937,Z691168,WN/MX,116,02/03/2022,2022,22/03/2022,20,Faecal,Faecal,06/04/2022,0.0244,11/05/2018,1,9:34,214,Mature,1391,3.808,RB,65,96,8677,BrM,21895.66,NA,NA,21895.66,184,27/03/2023,2023,390,no,TRUE,61435,FALSE,FALSE
Sample.5.653b,7137,653,653b,174,Minor,6,10970,14504,S115495,GO/XZ,618,06/03/2020,2020,23/03/2020,17,Faecal,Faecal,15/07/2020,0.162,06/06/2019,0,9:26,206,Mature,274,0.75,LB,35.1,618,8357,SEEN1,NA,65281.53,TQ is average from previous/next season of the same type,65281.53,176,30/09/2021,2021,573,yes,TRUE,120677,FALSE,FALSE
Sample.50.1017,7233,1017,1017,177,Minor,6,11219,14892,S115386,BN/MX,20,05/02/2022,2022,22/03/2022,45,Faecal,Faecal,21/04/2022,0.0122,21/09/2021,1,15:55,595,Immature,137,0.375,G,133,481,8713,SEEN2,21779.7,NA,NA,21779.7,184,27/03/2023,2023,415,no,TRUE,105257,FALSE,FALSE
Sample.51.1034,7238,1034,1034,177,Minor,6,11232,14902,S115380,VG/SX,116,15/02/2022,2022,22/03/2022,35,Faecal,Faecal,07/04/2022,0.0284,17/05/2021,1,8:22,142,Mature,274,0.75,LB,81,116,8688,SEEN1,41309.35,NA,NA,41309.35,184,27/03/2023,2023,405,no,TRUE,101016,FALSE,FALSE
Sample.53.1010,7223,1010,1010,177,Minor,6,11204,14868,S115394,OE/OX,48,03/02/2022,2022,22/03/2022,47,Faecal,Faecal,31/03/2022,0.0204,28/04/2021,1,16:00,600,Mature,281,0.769,LB,33.1,48,8651,SEEN1,65994.29,NA,NA,65994.29,177,18/03/2022,2022,43,yes,TRUE,100112,FALSE,FALSE
Sample.54.1040,6857,1040,1040,177,Minor,6,11230,14905,Z691435,GE/NX,79,17/02/2022,2022,22/03/2022,33,Faecal,Faecal,20/04/2022,0.0352,07/02/2018,1,10:26,266,Mature,1471,4.027,RB,53,79,8667,BrM,5346.83,NA,NA,5346.83,184,27/03/2023,2023,403,no,TRUE,135463,FALSE,FALSE
Sample.55.1072,6892,1072,1072,177,Minor,6,11259,14946,Z691471,WG/MX,137,09/03/2022,2022,22/03/2022,13,Faecal,Faecal,25/04/2022,1e-04,09/04/2018,1,10:00,240,Mature,1430,3.915,RB,93,137,8694,BrM,160081.67,NA,NA,160081.67,184,27/03/2023,2023,383,no,FALSE,106488,FALSE,FALSE
